id	username	timestamp	loanword	text	relevance
535192570490806080	justinjhlo	2014-11-20 11:07	aotearoa	We're leaving paradise, and we're going to paradise.' Probably best quote from a bus driver I've heard. #aotearoa #paradise	relevant
143180089323036016	Illuminations77	2011-12-04 17:09	aotearoa	Rainy, sleepy Sunday in Aotearoa ...	relevant
257179887402614016	NCMINZ	2012-10-14 07:03	aotearoa	Let Jesus be lifted up throughout Aotearoa (New Zealand).	relevant
782151733715672960	KiwiDiva	2016-10-01 22:34	aotearoa	Made it to #Tāhuna ( #Queenstown ). Checked in @swissbelhotel Now going to find some food. #TouristLife #Aotearoa #Bubbas13thSolarReturn	relevant
984906557157707008	FineFarraFellow	2018-04-14 09:29	aotearoa	My howling and misery-guts complaining has been entirely misplaced. WW begins on the 23rd of April in Aotearoa , just like elsewhere. If only I could afford Sky... *grizzle* *whine* *ugly-cry*	relevant
316623192536001984	SharaleenB	2013-03-27 07:50	aotearoa	Pray with me that a position opens up for the level 5 Adult teaching course run by Te Wananga o Aotearoa Amine.	non-relevant
850511727737225088	Singinmist	2017-04-08 12:52	aotearoa	ok u can leave me alone now! I dont agree with u and ur nagging is worst than an ex wife. #AOTEAROA	non-relevant
933389462847048960	monocub	2017-11-23 06:39	atua	Every time I think about how God got changed to Atua pisses me off why did they (the localization team) do that	relevant
773822537134328832	natl0ver	2016-09-08 21:57	atua	All our Atua been replaced by monotheism, a spook, a mystery of the unknown. No wonder we so fkn lost. Religion is a Mental illness	relevant
981328818307779968	_usteen	2018-04-04 12:33	atua	De Wey of Atua	non-relevant
1002748186295910272	kaelamelendres	2018-06-02 15:06	atua	my experience won’t be your outcome babe, we get to choose kung unsa man ang mahitabo sa atua	non-relevant
1046153592334209792	princessarii23	2018-09-30 10:43	atua	Listening to Vivi'i mea uma I le atua ' just reminds me of when my papa would play this every Sunday morning & blast it so the whole entire house can hear it & feel the spirit as well. & miss my papa.	non-relevant
251210995631004960	esxbahm	2012-09-27 18:45	atua	Please, don't get me started on Mariah Atua .	non-relevant
1049727558957350144	Atuaism	2018-10-10 07:25	atua	And if she does, Angie will wake her up with a light pop on the wrist! ' Not my rules, Atua ’s rules! But we appreciate it! 	non-relevant
438036614195851008	omgwutkasa	2014-02-25 08:44	haere mai	Same gospel songs in repeat so if anyone has suggestions of new stuff or their faves(might not have em). Haere mai	relevant
884354555437128960	intactive	2017-07-10 22:12	haere mai	Nau mai , haere mai ki Aotearoa nei! Welcome to New Zealand! You can't come this far without doing a tour as J Coyne @Evolutionistrue did	relevant
1019408288369110016	Rach_Woolf	2018-07-18 14:27	haere mai	You can get those at Haere Mai . I end up with snacks every time I'm walking that way	relevant
291731097203638016	ReihanKirkoLeig	2013-01-17 15:18	haere mai	@NICKIMINAJ grrr haere mai ki konei i tetahi taima ! which means come back anytime !! cant wait for more of you From Reihana (: New Zealand	relevant
193168557943684992	kindofyeezus	2012-04-20 14:45	haere mai	@swiftlydonee Haere mai kiwi swag I bet you sound better though.	relevant
126442112609823984	i_sopoaga	2011-10-19 12:38	haere mai	S/O: @bjallane - Nau Mai , Haere Mai . =) Welcme kei te Tweedur whanua lol there is wea you'll find myslf and @LilahJames most of da tme lol	relevant
813094485609644032	WLOYisPlaying	2016-12-26 07:50	haere mai	Kei Te Haere Mai A Hana Koko (Santa Claus Is Coming To Town) by H.K. Crew featuring K11NA from Putumayo Presents World Christmas Party #NowP	relevant
129454589916359984	UndeadDobbyy	2011-10-27 20:09	haere mai	Nau mai haere mai . Welcome to Dobby's twitter.	relevant
381993056192303040	_riefnt	2013-09-23 16:06	haere mai	@GraceFaletutulu Still on level one library :) #HaereMai	relevant
831969244980006144	triciauy08761	2017-02-16 09:51	haere mai	Haere mai in Maori WelcomeBack JaDine #KCAPinoyStar #NadineLustre	relevant
1057388431616039936	MaramaDavidson	2018-10-31 10:47	haere mai	Running very late :( Been here almost 30 mins. Haere mai please Flyer.	relevant
340345218844995008	averageN8V	2013-05-31 17:53	haere mai	Lil cuz is in process of havin her twins #nauMai #haereMai pepi safely ki Te aō marama	relevant
388236583087788032	hot_dameron	2013-10-10 22:36	haere mai	@NewYorkSubway @onedirection haere mai .... everything is ka pai ... youre here at last ... youre really here at laaaasst	relevant
483068614807800960	Landahh_Aubrey	2014-06-29 14:05	haere mai	I've never had a boil up. I wanna try one so bad though. My bf should haere mai & drop some off to mine	relevant
462825226577779904	MsBeenz	2014-05-04 17:25	haere mai	@MsBeenz is it as simple as Haere Mai ?	relevant
933521231936077056	edchatNZ	2017-11-23 15:23	haere mai	Final #edchatNZ of the year with @AKeenReader Nau mai , haere mai ! Tonight, 8:30pm End of year graduations / celebrations / prizegivings. How do we recognise achievements? Should we? What is their purpose, and do they perpetuate traditional models of success?	relevant
571580654695017984	melissaaroha	2015-02-28 21:00	haere mai	@Dancemomchristi hope U have an awsum time in my homeland :)) Haere Mai = Welcome :))	relevant
400386162956992000	chilkathaiku	2013-11-13 11:14	haere mai	Haeremai biped... Hebraistically diddled... interpalatine. #sodafountain	relevant
1725112414	HannaMaryB	2009-05-07 18:59	haere mai	@kevinmadison ur welcome haere mai	non-relevant
638804964530195968	belindamfoster	2015-09-02 08:05	haere mai	@HamishaBlundell classic! Haere mai !	non-relevant
372208216425245952	_JayCub	2013-08-27 16:05	haka	@ikennyian y'all should learn the Haka	relevant
126138261130330016	Te_Marcus	2011-10-18 16:31	haka	@PODTurner stamp their own mark on it,they were involved in creating the haka so more personal to them.However I think Ka Mate will come out	relevant
128663063959318000	VaJaaynah	2011-10-25 15:43	haka	watching youtube videos of boys doing the haka because I miss the sound of chants and drums :(	relevant
747639108898544896	winadey	2016-06-28 15:53	haka	#GetMyAttentionIn4Words boxing, @okcthunder @AllBlacks #Haka	relevant
128018739336711984	helen2009	2011-10-23 21:03	haka	Great response to the haka ! Come on ABs! #rwc2011	relevant
244337829151387040	spudspargo	2012-09-08 19:34	haka	Loves the New Zealand national anthem #haka #allblacks #therugbychampionship	relevant
989065181782248960	Matthew33238462	2018-04-25 20:54	haka	@FOXNRL not sure about the decission to not show the Haka at the start of Storm V Warriors.	relevant
878516786378940032	jwdmeow	2017-06-24 19:34	haka	Oh yes. Haka time! #NZLvBIL	relevant
393963758453673024	redunga_	2013-10-26 17:54	haka	- That video of Stan Walker and the backstage crew performing the haka for Bey >>>	relevant
107424777446236000	victorialp1982	2011-08-28 00:10	haka	@smithy_man He shouldn't be in the media. Period. That stuff he wrote about the Ab's haka was disgraceful	relevant
536214848087264960	neilyoung77	2014-11-23 06:49	haka	@chides I agree. It was immediately followed by the haka which was also quite magnificent. Wales looking good though	relevant
356309756446638016	LineoNtsalong	2013-07-14 19:10	haka	Friday! We'll make a plan about that one.  @KayRamajake : When dd you leave? haka ofa le mofao ' @LineoNtsalong : And I'm in Pta!	non-relevant
161523608647248992	SwitSlim	2012-01-24 08:00	haka	Oooo,Allah kaimu. RT @IGWEE : Soon lurv...like tomoa haka or soo! RT @SwitSlim : :* :* :* i hope u comin 2 Istanbul soon. RT @IGWEE : @SwitSlim	non-relevant
376247332826000896	LegAcey22	2013-09-07 19:35	haka	Idk how okes have the nuts to mean mug during the Haka when okes like Reid look like they're out to kill :'D	non-relevant
22333040447	cfieber	2010-08-28 18:21	haka	@tylerblack wow sweet ... Get to work on your haka	non-relevant
387638848400129984	BinJimada	2013-10-09 07:01	haka	Haka wallah  @Sadiqd100 : There is nothing better to Listen to then the Recitation of the Quraan!!	non-relevant
652556786843692928	DevilBearBec	2015-10-10 07:50	haka	Always support the underdog in a danceoff #TGA Haka @DoveMen @officialTongaRU @AllBlacks @RugbyTON_@RugbyNZ_	non-relevant
472780782520774016	tomotrebski	2014-06-01 04:44	haka	Did like that Saints Haka ...	non-relevant
230330242835820000	Ibrahm_HY	2012-08-01 03:53	haka	Whoever it is ya shiga uku@Salmah_Gidado: I just don't like you! as in haka kawai....ganin dama	non-relevant
582373595399212928	Arafat__B	2015-03-30 15:47	haka	@FakhuusHashim toh yayi haka , ban ce ki mun 50 tweets ba. I get the gist , thank you	non-relevant
116748765494389984	nickbakernz	2011-09-22 17:40	hāngī	@barmchugh At that time, pretty much every Tauranga bar will be quiet! Can't wait until the game on Sunday - full house in the Hangi Pit.	relevant
223670978964758048	_cudlz	2012-07-13 18:51	hāngī	@leahlava smell my hangi ? lol	relevant
7917613103456250	CheKamikaze	2010-11-26 11:04	hāngī	Jay-Z and Beyonce requested a kiwi-style thanksgiving dinner. Chef Peter Gordon is preparing a gourmet hangi with turkey for them. Swanky!	relevant
6826665033	syoks	2009-12-20 00:15	hāngī	@anchiedendai Haha now its my fault, Ati u remember why u stopped rumbain with me?i jus needed some waffles n cream. Oh n my hangi ...FATHER!	non-relevant
833756566604087168	pmyturkey	2017-02-21 08:13	hāngī	Park Min Young'un hangi dizisi senin favorin? // What's your favorite drama of Park Min Young?	non-relevant
633032265325497984	ErayKayraak	2015-08-17 09:47	hāngī	@EmreGSASL Douglas? hangi douglas	non-relevant
1002323543965609984	amscraig	2018-06-01 10:58	hapū	Yea I feel like a lot of us are natural collaborators through our iwi / hapū involvements and it’s a great fit	relevant
27059436614	tonksdotcom	2010-10-12 07:45	hapū	people arguing against the law of wahine mate or hapu @te papa museum, saying it has no place in modern society. silly.	relevant
512302852916920000	IronSil	2014-09-18 06:11	hapū	I'm watching Free! Eternal Summer, episode 12. #HAPU	non-relevant
31843789320491004	Rotaino_	2011-01-31 11:38	hapū	Chai! Nna hapu ya aka ! @MunachiDuru : @orchbaby Leave all these small small boys...lemme take you on some major trips...(in Big Lo's voice)	non-relevant
280124240437579008	humzeey	2012-12-16 14:36	hapū	Mama Ihuoma- I hope you're tending to the needs of Ihu and .... Hapu bad news biko..	non-relevant
902888874514366080	LoLKagFaceU	2017-08-31 01:40	hapū	One thousand four hundred thirty two Harp- hapu #LovingInTandemTrailer #PushAwardsMayWards	non-relevant
238763078861323968	MiriaFlavell	2012-08-24 10:22	haurangi	@whatanui Ka pai broseph! Hope your not too hungover on your last day, blimmen haurangi ! Kia pai to ra whakamutunga! Mihi atu ki a Huria!	relevant
305887401815990016	TAMaipi	2013-02-25 16:50	haurangi	@maitevalley @miriaflavell @n8tvaffairstv @oodizle aiii kua wareware ahau ki te ture tuatahi. Ohh that's right I was probably haurangi	relevant
399808898598572032	WhitDawg9	2013-11-11 21:00	haurangi	@EzzyTweets faaarrrkkk you cunts still on it? Hahaha #haurangi	relevant
342465709034590016	Parata316	2013-06-06 14:19	haurangi	@90WTC94 @rotowarriors @Tea_NFL @Pagrus_Auratus @cheekymaori and he nearly killed me driving haurangi , fucken 2pines! 'Go with Nui LG' #kefs	relevant
128628952012034000	HanaTheAwesome1	2011-10-25 13:28	haurangi	@PiriWeepu1049 Shot Piri Your da Man(: LOVE how you were just Casually Dougie-ing down the Parade Yesterday LOL even if u were haurangi lol	relevant
250361848757620000	ErenaKoopu	2012-09-25 10:31	haurangi	@4naung hehehe, well I hope you gota box or a bottle f smtin!! And got haurangi for me!! #snukoutfastaye	relevant
342096921080519936	WhitDawg9	2013-06-05 13:53	haurangi	@MrTeePee7 the start of the banter black ass!! Haha. Nig you at my house? We ain't going at 5 g, be haurangi by kick off lol. Go 5:15 lol	relevant
671329190881333120	BWieblitz	2015-12-01 03:05	haurangi	When being #haurangi affects your sleeping patterns #3AMWeMeetAgain but on the wrong side	relevant
88867171245096896	tinopai	2011-07-07 19:09	haurangi	getting haurangi with Meiana and Talia at Te Wiki o te Reo Maori quiz night yaaaay free booze hahaha	relevant
100153399185640976	Leahs_mum	2011-08-07 22:36	haurangi	@MsLana13 I cannot wait to celebrate. Seems so far away!! Haha excitement. I'm haurangi lol	relevant
139867359019139024	meretai	2011-11-25 13:45	haurangi	@Leahs_mum me and 2 mates from work spose to be at Gold Coast by now, oh but they couldn't wait til, today, they got haurangi last nite!	relevant
675546536365842048	TSeinafolava	2015-12-12 18:23	haurangi	I miss being with the famz an getting haurangi an listening to this lol struggle is real — listening to Long Ago	relevant
201013677254642976	tinopai	2012-05-12 06:19	haurangi	Whyyyy am I still awake ugh. Too haurangi to sleep	relevant
936412707418288000	Kingtay3457	2017-12-01 14:52	haurangi	Having some Kai Moana before I leave the crib to get haurangi cuhz	relevant
338575554775239936	ngahupotaka	2013-05-26 20:41	haurangi	@whaeavee yea that's what I thought #haurangi #shocking	relevant
239935851273018976	Im_Eru_P	2012-08-27 16:02	haurangi	@Tama_Koopu Me koe hoki! Hope you ended up looking after your haurangi mate too	relevant
365708001648180992	ToastStar	2013-08-09 17:35	haurangi	@chipmatthews I'm lucky people were pretty haurangi by then. It was like a car crash. You didn't want to look but then again you had to!	relevant
100466477173452000	WhitWai	2011-08-08 19:20	haurangi	Monday night haurangi #help	relevant
25483509300723700	Leahs_mum	2011-01-13 22:25	haurangi	Drunk!!!!!!!! Can't get anywhere do anything see anybody. Ima get haurangi chuhuuu!!	relevant
91755500001181600	Parata316	2011-07-15 18:26	haurangi	@KaseBeats never learnt from earlier in da week aye cuzy, giz a toot when u pass through huntly @TeArahi_Maipi @awa_1 @90wtc94 #haurangi	non-relevant
709306469540175104	JodiIhaka	2016-03-14 22:13	hīkoi	@2TAPU Hikoi O nga Mate.....love it. I just turned the lights on. HOme alone. #TWD #WalkingDead Scary.	relevant
198214524703227008	NewshubFeatures	2012-05-04 12:56	hīkoi	Taking part in the asset sales hikoi ? Send us your pictures & video: noles@tv3.co.nz	relevant
652067756813085952	GGrucilla	2015-10-08 23:27	hīkoi	@kateinthebay @fhill16 really poignant piece kate enjoyed reading it. Also can I link into info on the housing hikoi ? Id love 2 b there? x	relevant
1524064100	mjwkiwi	2009-04-15 21:03	hīkoi	if the Maori Party in government thought seats were really important they could do much more effective things than organise a hikoi	relevant
58019943777701792	MischelleBAAE	2011-04-13 16:13	hīkoi	Our hikoi is gonna be on the news. Hope I get shown lol :P	relevant
608475926985203072	patrick478	2015-06-10 15:29	hīkoi	@The_Nighthawks no hikoi , but see you in 26?	non-relevant
330623866181401984	Rheen__	2013-05-04 22:04	hōhā	Don't talk to me @fik_ky : Yay!@Pwettyreen: iss me o @i_am_sylva : We are done hoha '@Pwettyreen: #sigh fik_ky: I jt strted oo'@Pwettyreen	relevant
978885445676355072	Okonta_isioma	2018-03-28 19:44	hōhā	Shea annoying hoha	relevant
540105268181609984	just_SHAY_	2014-12-04 00:28	hōhā	Going home to tv, a fridge with food, wifi.. ahhhhhhh <3 nka re nka hoha	non-relevant
717080731059661952	jessicasara16	2016-04-05 08:05	hōhā	Sur Mboa237 les gars ne chill pas miince on te cosh hoha	non-relevant
129607303606439008	theRealUche_P	2011-10-28 06:16	hōhā	Naira_tweets, I just hope I'm having accruals on that if not... na appeal court get una o! Hoha !	non-relevant
48004714750689200	Dahabmermaid	2011-03-17 01:56	hōhā	@johannhari101 As a 'British Asian' who's been here since childhood I really can't say it bothers me and really don't understand the hoha !	non-relevant
256262000198417984	atomicboop	2012-10-11 18:16	hongi	awesome RT @StephJaneFenty_ OMG @tumehe did a hongi with @adamlambert :DDDD	relevant
201489598134755008	bellariina	2012-05-13 13:50	hongi	Samasama hongi :D  @Kurniawan_Dery : Thanks ye ' @bellariina : Happy birthday @Kurniawan_Dery and @sekardienatha 	non-relevant
269542965855256000	MairaAdil	2012-11-17 09:50	hongi	@harun_don don't knooow Fail hee hongi :p Suna hai aap bhi fail ho :'D	non-relevant
301609602011779008	SiccKarlos	2013-02-13 21:31	hongi	Her cameltoe is showing and she doesn't know it. Hongi	non-relevant
1063395797239289984	HumzaMalik22	2018-11-17 00:38	hongi	Iss update pe larkiaan Spacially Bahut Khush Hongi	non-relevant
1025643611537330048	VaoSmokinALLDAY	2018-08-04 19:24	hongi	.. now hongi	non-relevant
836763113563136000	Sust_SeasNZ	2017-03-01 15:20	iwi	Great workshop in Nelson today, thanks to iwi , central + regional gov, community groups, NGOs & industry who took part #valuableinsights	relevant
922037412053729152	ElisaLavelle	2017-10-22 22:50	iwi	How could National have announced this when they hadn’t consulted with iwi ?	relevant
1008538425551509888	nzaeon	2018-06-18 14:34	iwi	In an odd twist, it turns out there are weeaboos for Maori culture. As in foreign white people want to come here, join an iwi , and live on a marae. What do you even call that? Maoriboo sounds ridiculous, Iwiboo maybe?	relevant
1059218620683699968	LeftFacing	2018-11-05 11:59	iwi	Today's Parihaka day. Parihaka has become a political narrative, not a contextual historical one. It's not the birthplace of pacifism in NZ, in fact quite the opposite in many respects. Do research into some the iwi of Parihaka. They were genocidal, slave taking, cannibals. #Fact	relevant
1008808322059860096	Lookin4Serenity	2018-06-19 08:27	iwi	i had no idea that the whole thing came out of K\ iwi \far\ms. That's got me questioning some stuff.	relevant
886698360702287104	koreroauaha	2017-07-17 09:25	iwi	And yet Ngai Te Rangi and many other hapū and Iwi have done same #MVRena	relevant
876000516504865792	JamieBellNZ	2017-06-17 20:56	iwi	Have seen references in graphics highlighting specific players, ie. I can tell you McKenzie has whakapapa to 2 iwi . Nothing from comms tho.	relevant
1040569637199440128	JohnMcCafferyNZ	2018-09-14 23:55	iwi	Lets get real about the time each week needed at any Kura to become a bilingual speaker.Three hours a week prog is NOT Māori Medium Ed with 15.2 % of all Māori children in 2009. BUT only 5.7% in Kura Kaupapa, Kura a Iwi & 4% in State MM over 13/15 hrs 50%-80% Māori lang use?	relevant
841430702243564928	fancylettuce	2017-03-14 12:28	iwi	I think those better-read than I might say, if you can, approach the iwi , offer respect to the Kaumātua, they're the keepers	relevant
800685570548609024	CutieNgBuhayMo	2016-11-22 02:01	iwi	I wish i have the guts to confess my feelings for. You. But its so iwi	non-relevant
999270306828247040	insprtbellchany	2018-05-24 00:46	iwi	Stan with me janny iwi	non-relevant
812715906610531840	leivasq	2016-12-25 06:45	iwi	YAH YOU IWI	non-relevant
973130549975019008	valuealchemist	2018-03-12 22:36	iwi	fuck. i just want to do IWI (with its subsidiaries) and go to film school in Australia. VCA to be precise. and of course, CELEBRATE #CattleConscience in the caress and cradle of the world. laaawd, i put that on Insha’Allah. all that and something better..	non-relevant
989650673829489920	lhaancheta	2018-04-27 11:41	iwi	Once all Taelor, iwi , Kayla guys leave for college will be the day I lose my shit	non-relevant
879188528336321920	amyherself	2017-06-26 16:04	iwi	Also, I've had Tūtira Mai Ngā Iwi stuck in my head all afternoon ... earrrworrrrmmmmmm.	non-relevant
1064665959888310144	pinkpunchmango	2018-11-20 12:45	iwi	im glad it helped hehe iwi	non-relevant
788193454471777792	adfoozsixx	2016-10-18 14:42	iwi	If, and only if, this is why IWI , Eep & co. were banhammered, opens a Pandora's Box against some other corps/alliances	non-relevant
1027224827218839936	Cajungooner	2018-08-09 04:07	iwi	I’ve been considering buying one. Is this the IWI Tavor 5.56? Is there a big adjustment to shooting a bullpup?	non-relevant
989941563064179968	maurachanz	2018-04-28 06:57	iwi	Go to IWI on Peters. Get a full body.	non-relevant
1008864593106460032	rmkives	2018-06-19 12:10	iwi	done iwi	non-relevant
305986795827523008	ManiaClarke	2013-02-25 23:25	kahurangi	AWEsome koorero with Kingi Kiriona today...Te Iti Kahurangi grateful for placing third #matatini2013 ONLY PRAISE for WAKAZ & Whanau a Apanui	relevant
470347804078915072	NZSDC	2014-05-25 11:37	kahurangi	After five rounds Wgtn Black and Auckland Blue and CNI on 4 wins. Northland and Kahurangi and Auckland White on 3.	non-relevant
379122232800201984	ohniamey	2013-09-15 17:59	kahurangi	And me and kahurangi were like laughing and sighimg and crying the whole time and the girl next to her kept saying shut the fuck up	non-relevant
234026134336072992	NZSDC	2012-08-11 08:39	kahurangi	Round 2 at #NZSDC draw - w black c kahurangi , Auck white v Waikato, w gold v hawkes bay, Auck blue v northland, Canty red v Canty black	non-relevant
404502870529032000	08elinor	2013-11-24 19:52	kahurangi	I'm kahurangi 's little tomato apparently	non-relevant
976748994868030976	toniwaiaroha	2018-03-22 22:14	kahurangi	So happy to see takahē released in the Kahurangi National Park, and mice eradicated from Antipodes Island. Good conservation news this week :):)	non-relevant
616160039120711040	MeanderingBear	2015-07-01 20:22	kai moana	@PaoraRatahi did he catch some kaimoana	relevant
560519196048489984	_aroha__	2015-01-29 08:26	kai moana	@SiskoBrown @RozS_P not 2 mention stuffed up beaches, lakes & rivers having 2 swim in a pool & buy Kai moana from the supermarket	relevant
400850366964592000	rukuwai	2013-11-14 17:59	kai moana	Hokianga Whakapau karakia...had the bestest scollops- Tipa there today #summerlove #kaimoana	relevant
227464928959807008	Raukz_Much	2012-07-24 06:07	kai moana	Hungry 4some kaimoana ! yuuum.	relevant
324311514448265024	transparency_a1	2013-04-17 12:01	kai moana	The acidity of the oceans will more than double in the next 40 years. Kai moana .?	relevant
253269583404871040	labocalocanz	2012-10-03 12:05	kai moana	@tikoukacafe Lucas & Tink and I do all eat kai moana , esp when we know it's been sourced ethically the way you do!	relevant
214993375181544992	ClaudetteHauiti	2012-06-19 20:09	kai moana	Black Paua the new gold for Maori Kai Moana Businesses Hon Pita Sharples @waatea603am	relevant
701692292508155008	davidjdobbyn	2016-02-22 21:57	kai moana	@lawrencearabia i.e. Crisp the skin & refuse to turn it over. Kai moana heaven	relevant
274015900401799008	_fiercedaisy_	2012-11-29 18:04	kai moana	@LR_Lam In Maori it's called kina (pronounced keen-ah) and it's traditional kaimoana (seafood) but I've never tried it.	relevant
572159202287733952	beckeleven	2015-03-02 11:19	kai moana	@GrumpyYetAmusin sort of, well we had to catch our own kai moana . i wanted to get back into that dream and live there when i woke up.	relevant
300779953643990976	chipmatthews	2013-02-11 14:35	kai moana	@RiaHallNZ now, some of that kai moana i saw pics of should do it for payment #DumDeDoooooo	relevant
567472231790686016	kiaora4that	2015-02-17 12:54	kai moana	@GrumpyYetAmusin Named for Britain's greatest hero, she'll appreciate the town. And the Kaimoana .	relevant
287832556446051968	Leumas84	2013-01-06 21:06	kai moana	@vawnmitchell *gives kai moana * it's fresh from the Onehunga wharf. #peace	relevant
425219170595119040	CmmdrZed	2014-01-20 23:52	kai moana	@MsMocktavia @deluxvivens lol some fresh kaimoana should work then, Tauranga Moana wahine. :P	relevant
52546819477078008	BayleyKite	2011-03-29 14:45	kai moana	@noozeeland yikes - i'd love love love to do something like that. $7k though...that's a lot of kaimoana , this heston guy better be good!	relevant
348386993270557952	dcambo1	2013-06-22 22:28	kai moana	@pollyzm east coast provincial? Not sure they'd appreciate the after match Kai moana and boil up!	relevant
182970112637272032	JamesPene	2012-03-23 12:20	kai moana	@daihenwood the wharf bro. dey c u coming, dey'll throw all their kai moana at u. less they think u're casing da joint. then u da bait, :)	non-relevant
521211469354900992	NakiEpicEats	2014-10-12 21:11	kai moana	Last week we reviewed the first of five new burgers on the Treehouse Bar and Bistro's burger menu. The Kai Moana . Watch tomorrow on YouTube	non-relevant
95774423067533296	HanaTheAwesome1	2011-07-26 20:36	kai moana	@hrhtamaki mmmmm any other kai moana Pastor?(:	non-relevant
152323309202185984	rolling20deep	2011-12-29 22:41	kai moana	@charcharcool a cow for kaimoana ... Done!!! Haha.	non-relevant
1020794727510169856	shouldabeenAlex	2018-07-22 10:16	kāinga	A Tarawera Maori kāinga had an elder (kaumātua) who came out of his wharepuni (hut) on the morning of the explosion and correctly predicted it would happen. The whole pa, or village, has now been excavated from the ash and I’ve been in his hut. Just amazing.	relevant
998435090588839168	damianlight	2018-05-21 17:27	kāinga	Pō mārie koutou. Kei te haere au ki kainga i Tāmaki Makarau. Good evening everyone. I’m travelling home to Auckland. (I’m sure there’s a better way to phrase this, but I can’t remember ).	relevant
328111434527563008	NigelYalden	2013-04-27 23:40	kāinga	Injury report following @ChiefsRugby win over Sharks, Kainga (shoulder), Crosswell (hyper extended elbow).Afeaki a chance to return next week	non-relevant
328047829551569984	MKPS001	2013-04-27 19:27	kāinga	Chiefs: Smith, Schwalger, Kainga , Clarke, Retallick, Messam, Latimer, Crosswell, Pulu, Cruden, Aki, N-Williams, Masanga, Anscombe #CHIvSHA	non-relevant
634197453227474048	TomasCottle	2015-08-20 14:57	kāinga	@various Curious on your thoughts between Red Peak vs Wā kāinga . Which is more versatile? Red Peaks black corner would be visible still days	non-relevant
963129089354645120	LynfieldC	2018-02-13 08:14	kāinga	To our warm and wonderful Tongan students this morning, Thinking of you and your kāinga back home. Sending you well wishes and a peaceful mind for news of safety and comfort from your families.	non-relevant
674838092952408064	MAORILANDFILM	2015-12-10 19:28	kaitiaki	Beautiful to see so many rangatahi embracing their role as kaitiaki over our precious earth. Indigenous knowledge will save the world.	relevant
1062802254887939968	MaramaDavidson	2018-11-15 09:19	kaitiaki	Small bit I can do to help our kaitiaki :)	relevant
453030032198224960	MaikiSherman	2014-04-07 16:42	kaitiaki	NZ Maori Council says it's not necessary to have kohanga whanau on the board so role of ' kaitiaki ' and 'kaituku' remain separate. #TeKaea	relevant
658201256352047104	tangiwhaiora	2015-10-25 21:39	kaitiaki	Chopped some overgrown trees in my back yard and got all sad, had a karakia to Tane and felt a bit better, planted the maara too #kaitiaki	relevant
431213392963988992	ZEALANDIA	2014-02-06 12:50	kaitiaki	The winners will be chosen by their kaitiaki (tribal guardians) Ngati Koata.	relevant
352177907378044032	RobSuisted	2013-07-03 09:32	kaitiaki	GREAT interview on National Radio at the mo with crew from the Kaitiaki Ferry that was lucky to escape the big Wellington Storm at the mo!	non-relevant
142067080907324992	traceyrcooper	2011-12-01 15:26	kaitiaki	@beanbiz @ought2bee Kaitiaki if you will	non-relevant
1064655075568699904	llanciawn	2018-11-20 12:02	kākāriki	I'd believe my Kakariki before I believed a Tory. The bird is cleverer.	relevant
541160274795831104	trixiedarko	2014-12-06 22:20	kākāriki	yo melbz if u wanna buy some kakariki ,) holla at me. if yr strayan and dont understand te reo u can dm me & i can explain lol	relevant
