hui_mauri_tangata whenua,hui,1,,SC,core,1,YES
hui_mauri_tangata whenua,mauri,1,,SC,cultural,1,YES
hui_mauri_tangata whenua,tangata whenua,1,,SC,cultural,2,YES
ki-o-rahi_tikanga_whanau,ki-o-rahi,1,,SC,cultural,1,NO
ki-o-rahi_tikanga_whanau,tikanga,1,,SC,cultural,1,YES
ki-o-rahi_tikanga_whanau,whanau,1,,SC,core,1,YES
iwi_kiwi_pakeha_te reo maori,iwi,1,,SC,cultural,1,YES
iwi_kiwi_pakeha_te reo maori,kiwi,1,,PN,proper noun,1,YES
iwi_kiwi_pakeha_te reo maori,pakeha,1,,PN,proper noun,1,YES
iwi_kiwi_pakeha_te reo maori,te reo maori,1,,PN,proper noun,3,NO
kapa haka_poi,kapa haka,1,,SC,cultural,2,YES
kapa haka_poi,poi,1,,MC,cultural,1,YES
puanga_whanau,puanga,1,,PN,cultural,1,NO
puanga_whanau,whanau,1,,SC,core,1,YES
aotearoa_hangi_iwi_marae,aotearoa,1,,PN,proper noun,1,YES
aotearoa_hangi_iwi_marae,hangi,1,,MC,cultural,1,YES
aotearoa_hangi_iwi_marae,iwi,1,,SC,cultural,1,YES
aotearoa_hangi_iwi_marae,marae,1,,MC,cultural,1,YES
haka_hangi_marae_waiata,haka,1,,SC,cultural,1,YES
haka_hangi_marae_waiata,hangi,1,,MC,cultural,1,YES
haka_hangi_marae_waiata,marae,1,,MC,cultural,1,YES
haka_hangi_marae_waiata,waiata,1,,SC,core,1,YES
kapa haka_taonga puoro_waiata,kapa haka,1,,SC,cultural,2,YES
kapa haka_taonga puoro_waiata,taonga puoro,1,,MC,cultural,2,NO
kapa haka_taonga puoro_waiata,waiata,1,,SC,core,1,YES
hangi_mana,hangi,1,,MC,cultural,1,YES
hangi_mana,mana,1,,SC,cultural,1,YES
hapu_hikoi_iwi_taonga_waka,hapu,1,,SC,cultural,1,YES
hapu_hikoi_iwi_taonga_waka,hikoi,1,,SC,cultural,1,YES
hapu_hikoi_iwi_taonga_waka,iwi,1,,SC,cultural,1,YES
hapu_hikoi_iwi_taonga_waka,taonga,1,,SC,core,1,YES
hapu_hikoi_iwi_taonga_waka,waka,1,,MC,cultural,1,YES
pakeha_te reo_teina_tikanga_tuakana,pakeha,1,,PN,proper noun,1,YES
pakeha_te reo_teina_tikanga_tuakana,te reo,1,,SC,core,2,YES
pakeha_te reo_teina_tikanga_tuakana,teina,1,,SC,cultural,1,NO
pakeha_te reo_teina_tikanga_tuakana,tikanga,1,,SC,cultural,1,YES
pakeha_te reo_teina_tikanga_tuakana,tuakana,1,,SC,cultural,1,NO
iwi_kapa haka,iwi,1,,SC,cultural,1,YES
iwi_kapa haka,kapa haka,1,,SC,cultural,2,YES
kohanga (reo)_poi,kohanga (reo),1,,SC,cultural,2,YES
kohanga (reo)_poi,poi,1,,MC,cultural,1,YES
kaupapa (maori)_marae,kaupapa (maori),1,,SC,cultural,1,YES
kaupapa (maori)_marae,marae,1,,MC,cultural,1,YES
kiwi_pakeha,kiwi,1,,PN,proper noun,1,YES
kiwi_pakeha,pakeha,1,,PN,proper noun,1,YES
pakeha_pou,pakeha,1,,PN,proper noun,1,YES
pakeha_pou,pou,1,,MC,cultural,1,NO
hui_puanga_taonga_taonga puoro_te reo maori_whanau,hui,1,,SC,core,1,YES
hui_puanga_taonga_taonga puoro_te reo maori_whanau,puanga,1,,PN,cultural,1,NO
hui_puanga_taonga_taonga puoro_te reo maori_whanau,taonga,1,,SC,core,1,YES
hui_puanga_taonga_taonga puoro_te reo maori_whanau,taonga puoro,1,,MC,cultural,2,NO
hui_puanga_taonga_taonga puoro_te reo maori_whanau,te reo maori,1,,PN,proper noun,3,NO
hui_puanga_taonga_taonga puoro_te reo maori_whanau,whanau,1,,SC,core,1,YES
karakia_whanau,karakia,1,,SC,cultural,1,YES
karakia_whanau,whanau,1,,SC,core,1,YES
kawakawa_waka,kawakawa,1,,FF,core,1,YES
kawakawa_waka,waka,1,,MC,cultural,1,YES
kapa haka_kawakawa_kumara_waka,kapa haka,1,,SC,cultural,2,YES
kapa haka_kawakawa_kumara_waka,kawakawa,1,,FF,core,1,YES
kapa haka_kawakawa_kumara_waka,kumara,1,,FF,cultural,1,YES
kapa haka_kawakawa_kumara_waka,waka,1,,MC,cultural,1,YES
haka_poi,haka,1,,SC,cultural,1,YES
haka_poi,poi,1,,MC,cultural,1,YES
haka_kapa haka_kohanga (reo),haka,1,,SC,cultural,1,YES
haka_kapa haka_kohanga (reo),kapa haka,1,,SC,cultural,2,YES
haka_kapa haka_kohanga (reo),kohanga (reo),1,,SC,cultural,2,YES
iwi_kumara_puanga,iwi,1,,SC,cultural,1,YES
iwi_kumara_puanga,kumara,1,,FF,cultural,1,YES
iwi_kumara_puanga,puanga,1,,PN,cultural,1,NO
kawakawa_taonga puoro,kawakawa,1,,FF,core,1,YES
kawakawa_taonga puoro,taonga puoro,1,,MC,cultural,2,NO
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,hapu,1,,SC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,hui,1,,SC,core,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,iwi,1,,SC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,kaupapa (maori),1,,SC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,korero,1,,SC,core,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,mana,1,,SC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,pakeha,1,,PN,proper noun,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,powhiri,1,,SC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,tamariki,1,,SC,core,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,teina,1,,SC,cultural,1,NO
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,tuakana,1,,SC,cultural,1,NO
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,waka,1,,MC,cultural,1,YES
hapu_hui_iwi_kaupapa (maori)_korero_mana_pakeha_powhiri_tamariki_teina_tuakana_waka_wananga,wananga,1,,SC,cultural,1,NO
powhiri_waka,powhiri,1,,SC,cultural,1,YES
powhiri_waka,waka,1,,MC,cultural,1,YES
aotearoa_waka_whanau,aotearoa,1,,PN,proper noun,1,YES
aotearoa_waka_whanau,waka,1,,MC,cultural,1,YES
aotearoa_waka_whanau,whanau,1,,SC,core,1,YES
hangi_marae_waiata,hangi,1,,MC,cultural,1,YES
hangi_marae_waiata,marae,1,,MC,cultural,1,YES
hangi_marae_waiata,waiata,1,,SC,core,1,YES
kapa haka_puanga_taiaha_waiata_waka_whanau,kapa haka,1,,SC,cultural,2,YES
kapa haka_puanga_taiaha_waiata_waka_whanau,puanga,1,,PN,cultural,1,NO
kapa haka_puanga_taiaha_waiata_waka_whanau,taiaha,1,,MC,cultural,1,YES
kapa haka_puanga_taiaha_waiata_waka_whanau,waiata,1,,SC,core,1,YES
kapa haka_puanga_taiaha_waiata_waka_whanau,waka,1,,MC,cultural,1,YES
kapa haka_puanga_taiaha_waiata_waka_whanau,whanau,1,,SC,core,1,YES
aotearoa_kiwi_te reo,aotearoa,1,,PN,proper noun,1,YES
aotearoa_kiwi_te reo,kiwi,1,,PN,proper noun,1,YES
aotearoa_kiwi_te reo,te reo,1,,SC,core,2,YES
aotearoa_aroha_kiwi_wananga,aotearoa,1,,PN,proper noun,1,YES
aotearoa_aroha_kiwi_wananga,aroha,1,,SC,core,1,YES
aotearoa_aroha_kiwi_wananga,kiwi,1,,PN,proper noun,1,YES
aotearoa_aroha_kiwi_wananga,wananga,1,,SC,cultural,1,NO
aotearoa_tangata whenua_te puni kokiri_whanau,aotearoa,1,,PN,proper noun,1,YES
aotearoa_tangata whenua_te puni kokiri_whanau,tangata whenua,1,,SC,cultural,2,YES
aotearoa_tangata whenua_te puni kokiri_whanau,te puni kokiri,1,,PN,proper noun,3,YES
aotearoa_tangata whenua_te puni kokiri_whanau,whanau,1,,SC,core,1,YES
haka_ki-o-rahi_pou,haka,1,,SC,cultural,1,YES
haka_ki-o-rahi_pou,ki-o-rahi,1,,SC,cultural,1,NO
haka_ki-o-rahi_pou,pou,1,,MC,cultural,1,NO
hangi_whanau,hangi,2,,MC,cultural,1,YES
hangi_whanau,whanau,2,,SC,core,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,aotearoa,1,,PN,proper noun,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,iwi,1,,SC,cultural,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,kaupapa (maori),1,,SC,cultural,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,mana,1,,SC,cultural,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,taonga,1,,SC,core,1,YES
aotearoa_iwi_kaupapa (maori)_mana_taonga_whanau,whanau,1,,SC,core,1,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,haka,1,,SC,cultural,1,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,kapa haka,1,,SC,cultural,2,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,kohanga (reo),1,,SC,cultural,2,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,tamariki,1,,SC,core,1,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,waiata,1,,SC,core,1,YES
haka_kapa haka_kohanga (reo)_tamariki_waiata_whanau,whanau,1,,SC,core,1,YES
taro_teina,taro,1,,FF,cultural,1,YES
taro_teina,teina,1,,SC,cultural,1,NO
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,iwi,1,,SC,cultural,1,YES
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,karakia,1,,SC,cultural,1,YES
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,ki-o-rahi,1,,SC,cultural,1,NO
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,puanga,1,,PN,cultural,1,NO
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,taonga puoro,1,,MC,cultural,2,NO
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,te puni kokiri,1,,PN,proper noun,3,YES
iwi_karakia_ki-o-rahi_puanga_taonga puoro_te puni kokiri_wananga,wananga,1,,SC,cultural,1,NO
hapu_iwi_puanga_whanau,hapu,1,,SC,cultural,1,YES
hapu_iwi_puanga_whanau,iwi,1,,SC,cultural,1,YES
hapu_iwi_puanga_whanau,puanga,1,,PN,cultural,1,NO
hapu_iwi_puanga_whanau,whanau,1,,SC,core,1,YES
haka_karakia_marae_whanau,haka,1,,SC,cultural,1,YES
haka_karakia_marae_whanau,karakia,1,,SC,cultural,1,YES
haka_karakia_marae_whanau,marae,1,,MC,cultural,1,YES
haka_karakia_marae_whanau,whanau,1,,SC,core,1,YES
kawakawa_kumara,kawakawa,1,,FF,core,1,YES
kawakawa_kumara,kumara,1,,FF,cultural,1,YES
iwi_tamariki_tikanga_wananga_whanau,iwi,1,,SC,cultural,1,YES
iwi_tamariki_tikanga_wananga_whanau,tamariki,1,,SC,core,1,YES
iwi_tamariki_tikanga_wananga_whanau,tikanga,1,,SC,cultural,1,YES
iwi_tamariki_tikanga_wananga_whanau,wananga,1,,SC,cultural,1,NO
iwi_tamariki_tikanga_wananga_whanau,whanau,1,,SC,core,1,YES
hangi_korero_kumara_marae_whanau,hangi,1,,MC,cultural,1,YES
hangi_korero_kumara_marae_whanau,korero,1,,SC,core,1,YES
hangi_korero_kumara_marae_whanau,kumara,1,,FF,cultural,1,YES
hangi_korero_kumara_marae_whanau,marae,1,,MC,cultural,1,YES
hangi_korero_kumara_marae_whanau,whanau,1,,SC,core,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,haka,1,,SC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,hangi,1,,MC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,hikoi,1,,SC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,kauri,1,,FF,core,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,kawakawa,1,,FF,core,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,kiwi,1,,PN,proper noun,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,marae,1,,MC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,poi,1,,MC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,pou,1,,MC,cultural,1,NO
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,waiata,1,,SC,core,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,waka,1,,MC,cultural,1,YES
haka_hangi_hikoi_kauri_kawakawa_kiwi_marae_poi_pou_waiata_waka_whanau,whanau,1,,SC,core,1,YES
haka_kapa haka_poi_taonga puoro_waiata,haka,1,,SC,cultural,1,YES
haka_kapa haka_poi_taonga puoro_waiata,kapa haka,1,,SC,cultural,2,YES
haka_kapa haka_poi_taonga puoro_waiata,poi,1,,MC,cultural,1,YES
haka_kapa haka_poi_taonga puoro_waiata,taonga puoro,1,,MC,cultural,2,NO
haka_kapa haka_poi_taonga puoro_waiata,waiata,1,,SC,core,1,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,hapu,1,,SC,cultural,1,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,iwi,1,,SC,cultural,1,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,mana,1,,SC,cultural,1,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,marae,1,,MC,cultural,1,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,te reo,1,,SC,core,2,YES
hapu_iwi_mana_marae_te reo_te reo maori_waka,te reo maori,1,,PN,proper noun,3,NO
hapu_iwi_mana_marae_te reo_te reo maori_waka,waka,1,,MC,cultural,1,YES
non-maori_te reo,non-maori,1,,PN,proper noun,1,YES
non-maori_te reo,te reo,1,,SC,core,2,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,aroha,1,,SC,core,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,haka,1,,SC,cultural,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,iwi,1,,SC,cultural,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,marae,1,,MC,cultural,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,pou,1,,MC,cultural,1,NO
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,powhiri,1,,SC,cultural,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,te reo maori,1,,PN,proper noun,3,NO
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,waiata,1,,SC,core,1,YES
aroha_haka_iwi_marae_pou_powhiri_te reo maori_waiata_whanau,whanau,1,,SC,core,1,YES
aotearoa_kapa haka,aotearoa,1,,PN,proper noun,1,YES
aotearoa_kapa haka,kapa haka,1,,SC,cultural,2,YES
hikoi_te reo,hikoi,1,,SC,cultural,1,YES
hikoi_te reo,te reo,1,,SC,core,2,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,haka,1,,SC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,hangi,1,,MC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,hikoi,1,,SC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,kapa haka,1,,SC,cultural,2,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,karakia,1,,SC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,kauri,1,,FF,core,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,kiwi,1,,PN,proper noun,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,poi,1,,MC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,te reo,1,,SC,core,2,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,tikanga,1,,SC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,waiata,1,,SC,core,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,waka,1,,MC,cultural,1,YES
haka_hangi_hikoi_kapa haka_karakia_kauri_kiwi_poi_te reo_tikanga_waiata_waka_wananga,wananga,1,,SC,cultural,1,NO
aotearoa_hangi_puanga,aotearoa,1,,PN,proper noun,1,YES
aotearoa_hangi_puanga,hangi,1,,MC,cultural,1,YES
aotearoa_hangi_puanga,puanga,1,,PN,cultural,1,NO
iwi_te puni kokiri,iwi,1,,SC,cultural,1,YES
iwi_te puni kokiri,te puni kokiri,1,,PN,proper noun,3,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,hangi,1,,MC,cultural,1,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,kawakawa,1,,FF,core,1,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,kiwi,1,,PN,proper noun,1,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,kumara,1,,FF,cultural,1,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,marae,1,,MC,cultural,1,YES
hangi_kawakawa_kiwi_kumara_marae_pakeha,pakeha,1,,PN,proper noun,1,YES
te reo_whanau,te reo,1,,SC,core,2,YES
te reo_whanau,whanau,1,,SC,core,1,YES
aotearoa_whanau,aotearoa,1,,PN,proper noun,1,YES
aotearoa_whanau,whanau,1,,SC,core,1,YES
iwi_puanga_wananga,iwi,1,,SC,cultural,1,YES
iwi_puanga_wananga,puanga,1,,PN,cultural,1,NO
iwi_puanga_wananga,wananga,1,,SC,cultural,1,NO
kapa haka_karakia_marae_pakeha_tangata whenua,kapa haka,1,,SC,cultural,2,YES
kapa haka_karakia_marae_pakeha_tangata whenua,karakia,1,,SC,cultural,1,YES
kapa haka_karakia_marae_pakeha_tangata whenua,marae,1,,MC,cultural,1,YES
kapa haka_karakia_marae_pakeha_tangata whenua,pakeha,1,,PN,proper noun,1,YES
kapa haka_karakia_marae_pakeha_tangata whenua,tangata whenua,1,,SC,cultural,2,YES
te reo_te reo maori,te reo,1,,SC,core,2,YES
te reo_te reo maori,te reo maori,1,,PN,proper noun,3,NO
hangi_puanga_tamariki_waiata,hangi,1,,MC,cultural,1,YES
hangi_puanga_tamariki_waiata,puanga,1,,PN,cultural,1,NO
hangi_puanga_tamariki_waiata,tamariki,1,,SC,core,1,YES
hangi_puanga_tamariki_waiata,waiata,1,,SC,core,1,YES
haka_te reo maori_waiata_whanau,haka,1,,SC,cultural,1,YES
haka_te reo maori_waiata_whanau,te reo maori,1,,PN,proper noun,3,NO
haka_te reo maori_waiata_whanau,waiata,1,,SC,core,1,YES
haka_te reo maori_waiata_whanau,whanau,1,,SC,core,1,YES
kapa haka_karakia_kaupapa (maori)_whanau,kapa haka,1,,SC,cultural,2,YES
kapa haka_karakia_kaupapa (maori)_whanau,karakia,1,,SC,cultural,1,YES
kapa haka_karakia_kaupapa (maori)_whanau,kaupapa (maori),1,,SC,cultural,1,YES
kapa haka_karakia_kaupapa (maori)_whanau,whanau,1,,SC,core,1,YES
